date,regime_label,prob_high_tpu,prob_nonhigh,p01_entry,p10_exit,tpu_level,log_tpu_z,log_vix_z,vix
2020-06-17,High-TPU,0.9999819941231447,1.8005876855339173e-05,0.022268971951868558,0.008144913080527436,1626.0,1.420077018883139,1.8890826388557302,33.67
2020-06-18,High-TPU,0.9999559931346987,4.4006865301264145e-05,0.02143837358226236,0.008042724740563119,959.74,0.8278887697497581,1.8695072280763498,33.47
2020-06-19,High-TPU,0.9999797506749147,2.024932508529023e-05,0.01935961063257984,0.007775169318069375,1239.6,1.11530440056711,1.8170612063053637,32.94
2020-06-22,High-TPU,0.9999901018610156,9.898138984495713e-06,0.02911326189810042,0.008905851335379597,1918.13,1.6056668915435697,2.027620336699779,35.12
2020-06-23,High-TPU,0.999988342205897,1.1657794102948861e-05,0.015353855946082066,0.00720119082080858,1407.38,1.2578892793312861,1.698232126314718,31.77
2020-06-24,High-TPU,0.9999830004542869,1.6999545713151792e-05,0.01415317050247185,0.007010215006496929,1276.78,1.1484988957532918,1.6566006161735713,31.37
2020-06-25,High-TPU,0.9999271468261498,7.285317385017132e-05,0.02299557201265796,0.008232300678345848,803.08,0.6277189053875974,1.905630530645179,33.84
2020-06-26,High-TPU,0.9999865075635479,1.3492436452006017e-05,0.01680430666258167,0.0074192389349930395,1572.4,1.3824262390576372,1.7444455882861891,32.22
2020-06-29,High-TPU,0.9999599941294333,4.0005870566690535e-05,0.027123530722494175,0.008697715489746625,1028.89,0.906036187483837,1.9909289901404217,34.73
2020-06-30,High-TPU,0.9999803046106891,1.9695389310870664e-05,0.015384921438609353,0.007205999512904579,1227.85,1.1046066100303866,1.6992661854831566,31.78
2020-07-01,High-TPU,0.999968935716027,3.106428397303513e-05,0.011635326911459196,0.006571951011680666,865.9,0.7123155860955652,1.5566388743980084,30.43
2020-07-02,High-TPU,0.9999910259570615,8.97404293855195e-06,0.007829434884110555,0.005769590159912524,1334.72,1.198348422153236,1.3551478604926883,28.62
2020-07-06,High-TPU,0.9999716853328623,2.831466713774579e-05,0.0063065638122145285,0.005374409067862267,857.97,0.701981477034475,1.245419027591148,27.68
2020-07-07,High-TPU,0.9999418421001399,5.8157899860066235e-05,0.006700469427530451,0.005482245741713942,629.88,0.3548566051780349,1.2761379847136527,27.94
2020-07-08,High-TPU,0.9999825381439187,1.7461856081320194e-05,0.00937804861702379,0.006121907739462853,1139.23,1.020462611975825,1.446848406969476,29.43
2020-07-09,High-TPU,0.9999875933720244,1.2406627975569355e-05,0.006920984176886599,0.00554077665140169,1186.29,1.0659292077741898,1.2925607685386558,28.08
2020-07-10,High-TPU,0.9999520957797254,4.790422027449166e-05,0.009033427507867842,0.006047058603525436,708.21,0.4865126845118576,1.4278136661659837,29.26
2020-07-13,High-TPU,0.9999689540633565,3.1045936643448e-05,0.005752252103298575,0.0052147576652332266,882.62,0.7337978579500778,1.198795288688003,27.29
2020-07-14,High-TPU,0.9999565584189147,4.344158108531802e-05,0.01670421036450076,0.007404596930074457,994.25,0.8675685342124907,1.7413848307471183,32.19
2020-07-15,High-TPU,0.9998913980350782,0.00010860196492184688,0.009564898850432081,0.0061617287195772,736.01,0.5297607206160506,1.456881156689958,29.52
2020-07-16,High-TPU,0.9998540219336984,0.00014597806630155705,0.006425638218078187,0.005407470040775175,551.08,0.20473675889897663,1.2549016401774837,27.76
2020-07-17,High-TPU,0.9999657168365753,3.4283163424628577e-05,0.006794242767614403,0.005507290549013132,999.17,0.8731131119270963,1.283186374217945,28.0
2020-07-20,High-TPU,0.9999908824100416,9.117589958368363e-06,0.003876137615537615,0.004582350653603513,950.5,0.8170222937484815,0.9989975191617401,25.68
2020-07-21,High-TPU,0.9999977889964109,2.2110035890696095e-06,0.002824715551424528,0.004131638867642486,1710.7,1.4771145683225633,0.8390703792467362,24.46
2020-07-22,High-TPU,0.9999809078962243,1.909210377571087e-05,0.0031225975414130827,0.004269396048359079,589.83,0.2810656056027813,0.8897235013657768,24.84
2020-07-23,High-TPU,0.9999976592621546,2.340737845363993e-06,0.0027211923155343485,0.004081484779888535,1515.92,1.3413375655474822,0.8202100889511539,24.32
2020-07-24,High-TPU,0.9999943526273113,5.6473726886372885e-06,0.004285538393722077,0.004735468106198001,903.94,0.7606075307117346,1.049782502044022,26.08
2020-07-27,High-TPU,0.999997624922037,2.3750779629271756e-06,0.0040357548446347214,0.004643280547401068,1326.28,1.1912231684903127,1.0194058020431926,25.84
2020-07-28,High-TPU,0.9999960386767609,3.961323239074746e-06,0.0030417531385781627,0.004232913833147275,928.48,0.7906943863531067,0.8764692559599442,24.74
2020-07-29,High-TPU,0.9999987669413575,1.2330586425872727e-06,0.003646698040852011,0.004491748010846873,1581.92,1.3892063034589581,0.9681454335124688,25.44
2020-07-30,High-TPU,0.9999975920218003,2.4079781996902686e-06,0.0025649850919116112,0.004003321830306294,1214.9,1.0926970390597512,0.7903520125344464,24.1
2020-07-31,High-TPU,0.99998994614579,1.0053854209983001e-05,0.003057779239074334,0.00424019711024325,687.58,0.45330702774801646,0.8791243857857143,24.76
2020-08-03,High-TPU,0.9999987100298727,1.2899701273288007e-06,0.002824715551424528,0.004131638867642486,1524.0,1.3473086268581136,0.8390703792467362,24.46
2020-08-04,High-TPU,0.9999993799168917,6.200831083010128e-07,0.0026922090823703827,0.004067214200089731,1795.33,1.5313514091663472,0.8148014902309663,24.28
2020-08-05,High-TPU,0.9999976694063325,2.3305936674674705e-06,0.002338480916840982,0.0038840873461221444,1008.8,0.8838870307387829,0.7436673235589114,23.76
2020-08-06,High-TPU,0.9999967957520467,3.204247953295694e-06,0.0018871461447920244,0.0036210601560136475,842.19,0.6811302806970579,0.6354219540355859,22.99
2020-08-07,High-TPU,0.9999988879045736,1.1120954263837951e-06,0.0017126709974661528,0.0035080051357352193,1212.32,1.090309161637681,0.5864663677064808,22.65
2020-08-10,High-TPU,0.9999986305188261,1.3694811739047637e-06,0.0015072709829953357,0.003364499941474544,1025.77,0.9026249161612296,0.5220096367768555,22.21
2020-08-11,High-TPU,0.9999981154157473,1.884584252589779e-06,0.0014722596056991988,0.0033387472345731595,882.63,0.7338105840427508,0.5101531584875699,22.13
2020-08-12,High-TPU,0.9999991320113485,8.6798865144711e-07,0.0025168985695579954,0.003978618477410785,1603.11,1.4041523089956947,0.7807945319272437,24.03
2020-08-13,High-TPU,0.9999951331060889,4.866893911097484e-06,0.0015384805267330142,0.0033871191172590185,887.24,0.7396620117170473,0.5323490747824428,22.28
2020-08-14,High-TPU,0.9999878124639462,1.2187536053788057e-05,0.0014722596056991988,0.0033387472345731595,658.51,0.4047849080451169,0.5101531584875699,22.13
2020-08-17,High-TPU,0.9999871720091974,1.2827990802637712e-05,0.0014379379109512082,0.00331309879176079,922.45,0.7833757502165399,0.49825374129684397,22.05
2020-08-18,High-TPU,0.999969147688395,3.085231160507851e-05,0.0011653854126553816,0.003093116860116558,839.2,0.6771353938042485,0.39225348493267875,21.35
2020-08-19,High-TPU,0.9999168298870469,8.317011295310846e-05,0.0012234738719314527,0.0031426961885203525,491.72,0.07672085900948096,0.4167853616954331,21.51
2020-08-20,High-TPU,0.9999174769941317,8.252300586831355e-05,0.0016592280190923072,0.0034718327289859313,713.06,0.4941786725443834,0.5704703401910396,22.54
2020-08-21,High-TPU,0.9999105151802834,8.948481971663327e-05,0.0017474314961253626,0.0035311267939531253,482.02,0.05434166756998898,0.5966052608580443,22.72
2020-08-24,High-TPU,0.999980949201453,1.9050798547080104e-05,0.0016592280190923072,0.0034718327289859313,1274.46,1.1464560381711728,0.5704703401910396,22.54
2020-08-25,High-TPU,0.9999773676991871,2.2632300812915e-05,0.0015794078878595633,0.003416318290308264,913.7,0.7726703111174575,0.5455950084329145,22.37
2020-08-26,High-TPU,0.9999443841773493,5.56158226507066e-05,0.001429463946041084,0.0033067029681094814,822.34,0.6543391665645925,0.4952721412913431,22.03
2020-08-27,High-TPU,0.9998535968044108,0.00014640319558921816,0.002041884833251343,0.0037155833011797428,403.03,-0.14668918813811216,0.6751977287782958,23.27
2020-08-28,High-TPU,0.9999233685990805,7.663140091949116e-05,0.0028322354301397795,0.004135233630131605,712.96,0.49402113804186576,0.8404134093004197,24.47
2020-08-31,High-TPU,0.9999920926522574,7.907347742643653e-06,0.0018711710383378522,0.0036110087259881166,1392.54,1.2459825180487107,0.6311315643327166,22.96
2020-09-01,High-TPU,0.9999892213120939,1.0778687906062414e-05,0.00465014108422438,0.0048637803672051064,845.15,0.6850711393314017,1.0910971474824145,26.41
2020-09-02,High-TPU,0.9999920511973136,7.948802686328725e-06,0.004328407817057764,0.004750925224152518,1034.5,0.9121439748820226,1.0548180938044955,26.12
2020-09-03,High-TPU,0.9999837559169047,1.624408309532377e-05,0.004836100144673005,0.004926640695470379,858.88,0.7031721990455738,1.1109430242342984,26.57
2020-09-04,High-TPU,0.9999716267931623,2.83732068376362e-05,0.021975310918379388,0.008109070851015506,1052.97,0.9320213616442713,1.88224450323339,33.6
2020-09-08,High-TPU,0.9999573076839414,4.269231605858076e-05,0.012446752925006797,0.006719489734855053,906.75,0.7640938235770889,1.5910109221988131,30.75
2020-09-09,High-TPU,0.9999473756132978,5.262438670220462e-05,0.014416288870409315,0.007052951217227503,981.58,0.8531628366061274,1.6660138032023926,31.46
2020-09-10,High-TPU,0.9998652981340551,0.0001347018659448642,0.008171928873317323,0.005851251991820746,586.0,0.27374820090215,1.376888750062896,28.81
2020-09-11,High-TPU,0.9999402272008379,5.9772799162171283e-05,0.00996959140090849,0.006246238626823335,961.14,0.829526073209458,1.4779613359124066,29.71
2020-09-14,High-TPU,0.9999367285835891,6.32714164109363e-05,0.005201655979873966,0.0050456458516446034,622.07,0.3408423189008007,1.1478340140975527,26.87
2020-09-15,High-TPU,0.9999843814663696,1.5618533630365955e-05,0.004045911944819953,0.004647102700202018,1369.96,1.2276199835544912,1.0206771206818404,25.85
2020-09-16,High-TPU,0.9999449918486588,5.500815134119021e-05,0.003788713545616655,0.004548263288643875,832.92,0.6686982481627484,0.9874619087853023,25.59
2020-09-17,High-TPU,0.9998423301683806,0.00015766983161943042,0.004243026919032196,0.00472003742919075,682.58,0.44510914034398325,1.044739181052948,26.04
2020-09-18,High-TPU,0.999719983057469,0.00028001694253096415,0.004707595504861765,0.004883378721294023,486.29,0.06424810668808846,1.0973118703122875,26.46
2020-09-21,High-TPU,0.9998240142711191,0.00017598572888093117,0.004025619223588767,0.004639460045963548,912.36,0.7710218028304495,1.0181339913129361,25.83
2020-09-22,High-TPU,0.9997738121223723,0.00022618787762769787,0.006455699822569758,0.005415751884872341,784.39,0.60126893781312,1.2572680234130735,27.78
2020-09-23,High-TPU,0.9996122572123165,0.00038774278768353786,0.0051891071795079164,0.005041655003605196,446.2,-0.032392793159264445,1.1466109643977467,26.86
2020-09-24,High-TPU,0.9998444159138399,0.00015558408616021607,0.007758885017481329,0.005752474728099798,957.64,0.8254283308928152,1.3505524429875286,28.58
2020-09-25,High-TPU,0.9998951303729048,0.00010486962709518106,0.007636704080231317,0.005722586762580465,682.37,0.44476351637194034,1.3424949644833069,28.51
2020-09-28,High-TPU,0.9999800100792205,1.998992077948588e-05,0.004615952462488734,0.0048520412050330804,1804.9,1.5373229171306004,1.0873626636775597,26.38
2020-09-29,High-TPU,0.9998718825125483,0.0001281174874517429,0.004404297912972892,0.004778038813557064,918.59,0.7786656947851114,1.0636118520124955,26.19
2020-09-30,High-TPU,0.999446527300117,0.0005534726998830172,0.004492397616513976,0.004809124959722835,498.58,0.0922828652508519,1.0736331269728343,26.27
2020-10-01,High-TPU,0.9993769235217467,0.0006230764782533339,0.004604603358022659,0.004848131459069779,453.4,-0.014412630148726064,1.0861168919164401,26.37
2020-10-02,High-TPU,0.9997621620267387,0.00023783797326117333,0.004991760868441235,0.004978026654681045,764.42,0.5723018196244968,1.1269799994713245,26.7
2020-10-05,High-TPU,0.9999683294568207,3.1670543179260956e-05,0.0062330871419304665,0.005353799905846691,1444.61,1.2872165069833925,1.2394784673386918,27.63
2020-10-06,High-TPU,0.9999671217395929,3.2878260407040535e-05,0.006731605798261578,0.005490587366746362,734.99,0.5282030025014621,1.2784891282705704,27.96
2020-10-07,High-TPU,0.9999949291208716,5.070879128424684e-06,0.009481473909908089,0.006144013839842426,1636.19,1.4270942801437703,1.4524259384065568,29.48
2020-10-08,High-TPU,0.9999967240552806,3.2759447193607127e-06,0.006889114444910115,0.0055323951577675445,1667.88,1.4486413201875639,1.2902196761841156,28.06
2020-10-09,High-TPU,0.9999811260252154,1.88739747845827e-05,0.004593277739682302,0.0048442233670738044,849.52,0.6908640730558158,1.0848706476456327,26.36
2020-10-12,High-TPU,0.9999627304114035,3.726958859650129e-05,0.0032557144130256357,0.004328109999477941,1250.91,1.1255062427799785,0.9108197085442976,25.0
