date,regime_label,regime_label_raw,prob_high_tpu,prob_high_tpu_smooth,prob_mid_tpu_smooth,prob_low_tpu_smooth,log_tpu,delta_log_tpu,vix,tpu
2018-08-20,Low-TPU,Low-TPU,1.158375278309139e-16,2.069741705695256e-14,0.0001419919361976757,0.9998580080637371,4.566429357671661,0.6326448604620016,12.64,96.2
2018-08-21,Low-TPU,Low-TPU,2.5602817598429185e-16,3.177957290020844e-14,0.0002144613366656375,0.999785538663248,4.489759334476764,-0.07667002319489669,12.49,89.1
2018-08-22,Low-TPU,Low-TPU,3.958040749898605e-16,1.2819730834710093e-11,0.0005255889760277894,0.9994744110110846,4.5736795188967205,0.08392018441995663,12.86,96.9
2018-08-23,Low-TPU,Low-TPU,1.8811516828433802e-16,1.707791217034225e-11,0.0007964315562488669,0.9992035684266188,4.250778348063927,-0.3229011708327931,12.25,70.16
2018-08-24,Low-TPU,Low-TPU,2.0394178470492e-13,1.7106343806431367e-11,0.0008839092787802693,0.9991160907040839,5.193678812435467,0.9429004643715393,12.41,180.13
2018-08-27,Low-TPU,Low-TPU,1.1086510598806588e-13,1.7197483093815042e-11,0.0009574254071427681,0.9990425745756657,4.672080891270718,-0.5215979211647488,11.99,106.92
2018-08-28,Low-TPU,Low-TPU,1.2788153580567127e-10,1.7232734284806062e-11,0.0010135144767319643,0.9989864855060684,5.883879336428045,1.211798445157327,12.16,359.2
2018-08-29,Low-TPU,Low-TPU,4.258182275401431e-11,1.7826413204860186e-11,0.0011204364975142156,0.9988795634846891,5.598421958998375,-0.2854573774296698,12.5,270.0
2018-08-30,Low-TPU,Low-TPU,2.843164376083171e-13,1.7846155585325986e-11,0.0011649065407610855,0.9988350934414228,4.794632850933413,-0.8037891080649624,12.25,120.86
2018-08-31,Low-TPU,Low-TPU,9.113932652164546e-13,1.784914580665612e-11,0.0011858519984216625,0.9988141479837805,5.125272646534291,0.3306397956008782,13.53,168.22
2018-09-04,Low-TPU,Low-TPU,3.5262774743804266e-13,1.7829948188456598e-11,0.0011494899425348812,0.9988505100396804,4.924859517074852,-0.2004131294594389,12.86,137.67
2018-09-05,Low-TPU,Low-TPU,5.937045228717203e-12,1.782049053966949e-11,0.0010994213226318305,0.9989005786596034,5.5225403350818105,0.5976808180069586,13.16,250.27
2018-09-06,Low-TPU,Low-TPU,1.9781960873300506e-13,5.081379427503875e-12,0.0008499258901187079,0.9991500741048782,4.965149663935124,-0.5573906711466865,13.91,143.33
2018-09-07,Low-TPU,Low-TPU,3.009032846960715e-14,8.231996270876768e-13,0.000579993385304685,0.9994200066139184,4.822376144635548,-0.14277351929957582,14.65,124.26
2018-09-10,Low-TPU,Low-TPU,1.1965602709707828e-14,7.947859052814443e-13,0.0005000707533455193,0.9994999292459047,4.74588819292697,-0.07648795170857792,14.88,115.11
2018-09-11,Low-TPU,Low-TPU,1.6288618116994186e-14,7.045371054206251e-13,0.00044871381330368503,0.9995512861860238,4.689695141057779,-0.0561930518691911,14.16,108.82
2018-09-12,Low-TPU,Low-TPU,4.904246840151048e-13,6.719742443221541e-13,0.000436913088167168,0.9995630869111789,5.568039113622825,0.8783439725650455,13.22,261.92
2018-09-13,Low-TPU,Low-TPU,2.4749852330621136e-17,1.3285872218398722e-11,0.0006282537649968106,0.9993717462217202,4.003872659058025,-1.5641664545647993,13.14,54.81
2018-09-14,Low-TPU,Low-TPU,1.7921954599343267e-16,1.3338504154440876e-11,0.000684944591274816,0.9993150553954022,4.409641801706855,0.4057691426488299,12.37,82.24
2018-09-17,Low-TPU,Low-TPU,8.905266608261439e-15,1.3342281316848746e-11,0.0006980539039562892,0.9993019460827262,4.775925106410581,0.3662833047037255,12.07,118.62
